Model,Year,Region,Color,Fuel Type,Base Price (USD),Horsepower,Sales Volume,Turbo
C-Class,2025,Global,White,Electric,54495,379,1,Yes
GLC,2021,Global,Grey,Petrol,85160,355,1,Yes
GLS,2021,Global,Silver,Petrol,298969,441,1,Yes
A-Class,2023,Global,White,Petrol,86602,167,1,No
GLS,2020,Global,White,Petrol,346422,407,1,Yes
GLC,2025,Global,Black,Hybrid,84872,272,1,No
CLS,2020,Global,Red,Diesel,82931,386,1,No
GLA,2021,Global,Silver,Petrol,38830,277,1,Yes
A-Class,2022,Global,Silver,Petrol,71441,402,1,Yes
A-Class,2022,Global,Black,Petrol,68742,312,1,Yes
GLE,2022,Global,White,Petrol,87961,584,1,Yes
E-Class,2021,Global,Grey,Petrol,37845,407,1,No
GLC,2021,Global,White,Diesel,84181,240,1,Yes
GLA,2023,Global,Blue,Hybrid,87322,375,1,Yes
GLE,2023,Global,Grey,Petrol,103607,410,1,No
A-Class,2024,Global,White,Hybrid,43101,209,1,Yes
E-Class,2020,Global,Grey,Petrol,69156,264,1,Yes
GLE,2022,Global,Black,Petrol,114274,463,1,Yes
C-Class,2025,Global,Black,Electric,86383,286,1,Yes
GLC,2023,Global,Grey,Hybrid,138775,407,1,Yes
GLC,2025,Global,White,Diesel,93621,317,1,Yes
GLE,2023,Global,White,Hybrid,126274,399,1,Yes
GLC,2024,Global,Black,Hybrid,162845,436,1,No
GLC,2025,Global,Brown,Hybrid,126368,227,1,Yes
A-Class,2025,Global,Brown,Petrol,65190,298,1,No
E-Class,2024,Global,Grey,Diesel,42712,392,1,Yes
C-Class,2022,Global,Grey,Petrol,63663,227,1,Yes
A-Class,2025,Global,Grey,Petrol,50885,227,1,No
C-Class,2025,Global,Black,Petrol,97152,333,1,Yes
GLC,2020,Global,Blue,Diesel,139891,230,1,Yes
A-Class,2023,Global,Grey,Petrol,81942,262,1,Yes
GLB,2025,Global,Silver,Electric,68486,226,1,Yes
CLS,2025,Global,Yellow,Electric,89987,479,1,Yes
A-Class,2025,Global,Grey,Petrol,86844,300,1,Yes
E-Class,2023,Global,Grey,Diesel,39686,540,1,Yes
GLA,2025,Global,White,Electric,57634,318,1,Yes
GLB,2025,Global,White,Hybrid,63200,174,1,Yes
A-Class,2022,Global,White,Diesel,55861,294,1,Yes
C-Class,2022,Global,Brown,Petrol,58782,266,1,Yes
GLE,2021,Global,Yellow,Petrol,117158,535,1,Yes
GLC,2023,Global,White,Petrol,161195,488,1,Yes
GLA,2020,Global,White,Petrol,46175,388,1,Yes
AMG A 45,2024,Global,Silver,Petrol,270821,420,1,Yes
GLA,2023,Global,White,Hybrid,86727,404,1,Yes
GLA,2022,Global,Green,Petrol,47461,407,1,Yes
S-Class,2020,Global,Black,Petrol,318413,566,1,Yes
S-Class,2020,Global,White,Petrol,253667,429,1,Yes
S-Class,2021,Global,Yellow,Petrol,219283,305,1,Yes
GLE,2021,Global,Black,Petrol,75857,394,1,Yes
GLE,2021,Global,White,Petrol,133198,523,1,Yes
A-Class,2021,Global,Black,Diesel,80804,344,1,Yes
GLB,2021,Global,Orange,Petrol,42074,392,1,Yes
CLA,2024,Global,Grey,Petrol,82056,360,1,Yes
E-Class,2025,Global,White,Petrol,49857,462,1,Yes
E-Class,2024,Global,Silver,Hybrid,92967,463,1,Yes
A-Class,2020,Global,Silver,Petrol,73776,281,1,No
E-Class,2021,Global,Blue,Diesel,57934,378,1,Yes
C-Class,2021,Global,Red,Diesel,67318,489,1,Yes
C-Class,2025,Global,Black,Electric,57218,317,1,Yes
A-Class,2023,Global,White,Hybrid,65062,316,1,Yes
GLC,2020,Global,Blue,Petrol,134193,207,1,Yes
GLB,2022,Global,Black,Petrol,38233,254,1,Yes
C-Class,2023,Global,White,Petrol,94702,464,1,Yes
GLC,2025,Global,Red,Hybrid,130598,393,1,Yes
E-Class,2025,Global,Silver,Hybrid,99154,461,1,Yes
C-Class,2023,Global,White,Petrol,47152,254,1,Yes
A-Class,2024,Global,White,Electric,83037,370,1,Yes
E-Class,2025,Global,Green,Electric,76672,500,1,Yes
GLB,2022,Global,White,Petrol,76756,341,1,Yes
A-Class,2022,Global,Red,Hybrid,92708,320,1,No
GLC,2025,Global,Silver,Hybrid,86544,220,1,Yes
GLC,2023,Global,Black,Diesel,112777,206,1,Yes
C-Class,2024,Global,Silver,Petrol,90433,325,1,Yes
A-Class,2025,Global,Blue,Diesel,48898,225,1,Yes
GLC,2023,Global,Silver,Petrol,90152,333,1,Yes
GLC,2023,Global,Brown,Hybrid,155512,393,1,Yes
C-Class,2022,Global,Black,Electric,44486,415,1,No
C-Class,2023,Global,Black,Diesel,40478,263,1,Yes
GLS,2022,Global,Grey,Hybrid,309838,380,1,No
S-Class,2023,Global,Black,Electric,340313,388,1,Yes
GLC,2024,Global,Orange,Hybrid,113790,366,1,Yes
A-Class,2022,Global,White,Hybrid,37881,408,1,Yes
C-Class,2023,Global,Silver,Electric,68039,370,1,Yes
E-Class,2025,Global,Silver,Petrol,85927,469,1,Yes
A-Class,2022,Global,White,Hybrid,39285,390,1,Yes
A-Class,2025,Global,Grey,Hybrid,51178,283,1,Yes
C-Class,2024,Global,White,Hybrid,82328,364,1,Yes
A-Class,2023,Global,White,Petrol,49929,159,1,Yes
GLC,2024,Global,White,Diesel,92093,401,1,Yes
E-Class,2020,Global,Red,Petrol,70363,512,1,Yes
GLS,2023,Global,Silver,Petrol,383925,349,1,No
GLB,2023,Global,White,Diesel,43596,236,1,Yes
GLE,2020,Global,White,Diesel,73623,367,1,Yes
GLC,2020,Global,Black,Diesel,109808,469,1,Yes
GLA,2020,Global,Brown,Petrol,59510,404,1,Yes
GLC,2020,Global,Black,Petrol,101943,476,1,Yes
GLC,2023,Global,White,Hybrid,81221,287,1,No
A-Class,2025,Global,Black,Hybrid,44857,261,1,Yes
CLA,2021,Global,Black,Petrol,52826,381,1,Yes
A-Class,2024,Global,White,Hybrid,61825,390,1,Yes
A-Class,2025,Global,Yellow,Electric,98535,203,1,No
A-Class,2023,Global,Black,Petrol,82904,229,1,Yes
CLA,2023,Global,Brown,Hybrid,79895,286,1,Yes
GLE,2023,Global,Black,Petrol,161145,436,1,No
GLE,2025,Global,Grey,Petrol,72558,294,1,Yes
GLE,2023,Global,Black,Diesel,114281,474,1,Yes
CLA,2021,Global,White,Petrol,40049,369,1,Yes
C-Class,2024,Global,Grey,Electric,87034,347,1,Yes
GLC,2024,Global,Black,Petrol,167347,380,1,Yes
GLB,2021,Global,White,Petrol,51634,172,1,Yes
CLS,2024,Global,Black,Petrol,102345,342,1,No
CLA,2022,Global,White,Petrol,76937,310,1,No
GLC,2023,Global,Grey,Hybrid,79292,410,1,Yes
GLB,2024,Global,Silver,Petrol,47047,372,1,Yes
A-Class,2025,Global,Blue,Hybrid,77416,231,1,No
C-Class,2021,Global,Black,Diesel,48267,420,1,Yes
E-Class,2024,Global,Black,Electric,53694,394,1,Yes
E-Class,2021,Global,Blue,Petrol,74143,440,1,Yes
G-Class,2023,Global,Grey,Diesel,258898,458,1,Yes
A-Class,2023,Global,Silver,Petrol,45970,381,1,Yes
C-Class,2020,Global,Black,Petrol,46541,361,1,Yes
A-Class,2021,Global,Black,Petrol,85495,318,1,Yes
C-Class,2022,Global,Black,Hybrid,93631,287,1,Yes
A-Class,2025,Global,Black,Petrol,104800,296,1,Yes
A-Class,2023,Global,Black,Petrol,49595,211,1,No
GLC,2022,Global,Red,Petrol,106337,225,1,Yes
E-Class,2022,Global,Grey,Petrol,77335,345,1,Yes
GLC,2020,Global,Silver,Diesel,95340,231,1,Yes
C-Class,2023,Global,Silver,Petrol,71228,263,1,Yes
AMG A 45,2022,Global,White,Diesel,193311,418,1,Yes
GLA,2021,Global,White,Hybrid,50667,292,1,Yes
A-Class,2020,Global,Silver,Diesel,37617,231,1,No
GLB,2023,Global,Blue,Electric,59940,378,1,Yes
E-Class,2020,Global,Black,Petrol,49905,567,1,Yes
C-Class,2023,Global,White,Petrol,99028,333,1,Yes
A-Class,2025,Global,Silver,Hybrid,98573,180,1,Yes
A-Class,2021,Global,Grey,Diesel,72060,416,1,Yes
GLA,2024,Global,Black,Petrol,51955,383,1,Yes
GLS,2024,Global,White,Hybrid,335500,545,1,Yes
GLC,2020,Global,Silver,Petrol,60763,497,1,No
GLC,2022,Global,Silver,Diesel,78212,391,1,Yes
GLB,2025,Global,Silver,Hybrid,54473,213,1,Yes
E-Class,2024,Global,Blue,Petrol,82965,525,1,Yes
A-Class,2022,Global,Black,Diesel,58466,381,1,Yes
E-Class,2024,Global,Black,Electric,80008,503,1,Yes
GLB,2021,Global,Grey,Petrol,72780,287,1,Yes
C-Class,2024,Global,Silver,Hybrid,70610,507,1,Yes
C-Class,2020,Global,Black,Diesel,87028,445,1,Yes
GLA,2022,Global,Black,Petrol,78236,349,1,Yes
GLB,2024,Global,Black,Petrol,47007,330,1,Yes
A-Class,2020,Global,Grey,Petrol,79405,337,1,Yes
A-Class,2025,Global,White,Electric,100596,333,1,Yes
GLB,2023,Global,White,Petrol,93331,421,1,Yes
GLA,2021,Global,Blue,Petrol,77751,253,1,Yes
E-Class,2023,Global,Black,Hybrid,54070,336,1,Yes
CLA,2025,Global,Black,Electric,91117,373,1,Yes
GLE,2024,Global,Silver,Electric,108985,258,1,Yes
GLB,2024,Global,Grey,Diesel,56406,280,1,Yes
GLB,2021,Global,Red,Petrol,60104,374,1,Yes
GLE,2020,Global,Grey,Petrol,139178,323,1,Yes
GLS,2024,Global,White,Petrol,289418,336,1,Yes
E-Class,2025,Global,White,Electric,71273,348,1,Yes
GLE,2021,Global,Grey,Diesel,115004,347,1,Yes
GLC,2024,Global,White,Hybrid,104115,423,1,Yes
GLS,2022,Global,Black,Diesel,276744,606,1,Yes
GLS,2022,Global,Silver,Petrol,132694,391,1,Yes
E-Class,2025,Global,Silver,Hybrid,55576,200,1,Yes
C-Class,2025,Global,White,Diesel,58088,509,1,Yes
GLE,2023,Global,Blue,Hybrid,145325,340,1,Yes
A-Class,2021,Global,White,Petrol,79677,242,1,Yes
S-Class,2020,Global,Grey,Diesel,179298,562,1,Yes
GLS,2024,Global,Blue,Hybrid,190653,435,1,Yes
E-Class,2025,Global,Grey,Hybrid,83541,383,1,Yes
CLS,2025,Global,White,Petrol,80601,325,1,Yes
AMG S 63,2025,Global,Grey,Electric,226618,808,1,Yes
A-Class,2023,Global,Green,Petrol,56969,362,1,Yes
AMG GT,2021,Global,White,Diesel,287896,670,1,Yes
GLA,2025,Global,Black,Hybrid,76644,340,1,Yes
A-Class,2021,Global,Black,Diesel,68096,228,1,Yes
GLB,2023,Global,White,Hybrid,55919,314,1,No
GLC,2023,Global,Blue,Petrol,112602,336,1,Yes
GLE,2022,Global,White,Petrol,113012,525,1,Yes
GLE,2021,Global,White,Diesel,69169,271,1,Yes
A-Class,2020,Global,Grey,Diesel,68487,168,1,Yes
GLS,2025,Global,Grey,Petrol,244315,430,1,No
GLE,2020,Global,Black,Diesel,101207,551,1,Yes
GLA,2023,Global,Black,Diesel,60736,222,1,Yes
S-Class,2022,Global,White,Diesel,168209,438,1,Yes
GLB,2020,Global,White,Petrol,89967,366,1,Yes
GLS,2023,Global,Blue,Petrol,331030,347,1,Yes
S-Class,2024,Global,Black,Petrol,345579,520,1,Yes
GLS,2021,Global,Black,Petrol,164971,563,1,Yes
C-Class,2022,Global,Grey,Petrol,56475,444,1,No
E-Class,2020,Global,Grey,Diesel,78584,560,1,No
E-Class,2020,Global,Silver,Petrol,76719,528,1,Yes
E-Class,2020,Global,Grey,Diesel,77624,589,1,No
GLC,2021,Global,White,Electric,70391,417,1,No
GLS,2021,Global,Silver,Petrol,162314,462,1,Yes
GLB,2025,Global,Blue,Electric,60130,202,1,Yes
GLC,2023,Global,Red,Diesel,84355,272,1,Yes
GLC,2022,Global,Silver,Petrol,144809,374,1,Yes
E-Class,2024,Global,Grey,Petrol,90073,221,1,Yes
A-Class,2024,Global,Orange,Diesel,88734,301,1,Yes
GLC,2021,Global,Black,Hybrid,150732,301,1,Yes
GLE,2022,Global,White,Diesel,122903,338,1,No
GLE,2023,Global,Silver,Hybrid,162411,441,1,Yes
GLA,2024,Global,Black,Petrol,49284,244,1,Yes
GLE,2020,Global,White,Petrol,115999,387,1,Yes
C-Class,2022,Global,Silver,Petrol,51051,362,1,No
GLC,2023,Global,White,Petrol,139845,332,1,Yes
CLA,2025,Global,Black,Diesel,45316,348,1,Yes
CLA,2020,Global,Blue,Hybrid,36261,397,1,Yes
GLB,2021,Global,Black,Petrol,82464,298,1,Yes
GLE,2022,Global,Silver,Diesel,74545,563,1,Yes
AMG GT,2020,Global,Black,Petrol,268801,597,1,Yes
CLA,2020,Global,Red,Petrol,86287,387,1,Yes
GLC,2023,Global,Red,Petrol,164955,261,1,Yes
GLC,2024,Global,Grey,Petrol,102735,209,1,Yes
C-Class,2024,Global,Silver,Diesel,99335,435,1,No
GLC,2021,Global,Silver,Diesel,130325,491,1,Yes
GLC,2021,Global,White,Petrol,110743,236,1,Yes
GLA,2020,Global,Black,Diesel,88057,161,1,No
GLS,2023,Global,Grey,Petrol,369279,588,1,Yes
GLE,2022,Global,Black,Petrol,68845,450,1,Yes
A-Class,2021,Global,White,Diesel,43553,345,1,Yes
GLE,2025,Global,Silver,Electric,146034,365,1,Yes
GLE,2020,Global,Blue,Petrol,63047,447,1,Yes
GLC,2023,Global,Grey,Electric,159426,259,1,Yes
GLE,2025,Global,White,Diesel,121678,477,1,Yes
CLA,2025,Global,White,Hybrid,77977,282,1,Yes
GLE,2023,Global,Grey,Hybrid,149476,562,1,Yes
GLE,2025,Global,Brown,Hybrid,135214,392,1,Yes
E-Class,2020,Global,Black,Diesel,55110,339,1,No
GLB,2025,Global,Black,Diesel,59650,319,1,Yes
GLA,2023,Global,Grey,Electric,94612,306,1,Yes
GLC,2020,Global,White,Petrol,74595,427,1,No
GLC,2020,Global,Silver,Petrol,93755,384,1,Yes
G-Class,2022,Global,Black,Petrol,161541,489,1,Yes
C-Class,2021,Global,Silver,Diesel,40653,281,1,Yes
GLA,2021,Global,Blue,Hybrid,46348,161,1,Yes
GLE,2021,Global,Black,Diesel,94583,473,1,Yes
C-Class,2024,Global,Silver,Hybrid,83010,330,1,Yes
A-Class,2020,Global,Grey,Petrol,78914,332,1,Yes
GLB,2023,Global,Brown,Petrol,72114,300,1,Yes
GLC,2023,Global,White,Diesel,77014,477,1,Yes
GLS,2020,Global,Black,Petrol,317081,463,1,Yes
CLA,2021,Global,Black,Petrol,77370,268,1,No
GLA,2024,Global,Grey,Hybrid,95622,184,1,Yes
A-Class,2021,Global,Grey,Diesel,64306,399,1,Yes
CLA,2023,Global,White,Diesel,72356,393,1,Yes
GLB,2021,Global,Grey,Diesel,56009,415,1,Yes
A-Class,2021,Global,Black,Petrol,64749,331,1,Yes
GLA,2022,Global,Orange,Petrol,82381,364,1,Yes
GLA,2024,Global,Black,Hybrid,54536,183,1,Yes
GLB,2024,Global,White,Diesel,87106,312,1,Yes
E-Class,2024,Global,Black,Electric,68381,417,1,No
E-Class,2022,Global,Black,Petrol,57221,541,1,Yes
GLS,2021,Global,Grey,Diesel,318607,522,1,Yes
GLC,2022,Global,Red,Diesel,106164,430,1,Yes
GLE,2025,Global,Yellow,Hybrid,120551,465,1,Yes
E-Class,2024,Global,Grey,Diesel,46220,205,1,Yes
CLA,2023,Global,Silver,Petrol,89635,313,1,Yes
GLA,2021,Global,Silver,Petrol,62381,364,1,Yes
GLA,2025,Global,Grey,Electric,97684,373,1,Yes
E-Class,2024,Global,Brown,Petrol,60675,539,1,No
CLA,2024,Global,Black,Diesel,40742,344,1,Yes
C-Class,2024,Global,Grey,Petrol,71001,497,1,Yes
GLE,2020,Global,Silver,Diesel,66019,438,1,Yes
GLE,2023,Global,Red,Electric,92138,561,1,Yes
GLC,2020,Global,White,Diesel,108147,428,1,Yes
GLC,2020,Global,White,Petrol,107327,232,1,Yes
G-Class,2024,Global,Blue,Electric,360064,488,1,Yes
A-Class,2025,Global,Silver,Petrol,97421,156,1,No
AMG GT,2023,Global,Blue,Petrol,313372,545,1,Yes
CLA,2024,Global,Black,Electric,60917,263,1,Yes
E-Class,2020,Global,White,Petrol,56676,362,1,Yes
GLB,2020,Global,Silver,Petrol,56117,397,1,Yes
E-Class,2022,Global,Blue,Diesel,89018,433,1,Yes
GLE,2024,Global,Black,Electric,144864,531,1,Yes
GLE,2025,Global,White,Electric,170689,439,1,Yes
GLC,2022,Global,Grey,Petrol,122997,246,1,Yes
A-Class,2021,Global,Blue,Petrol,92513,385,1,Yes
GLS,2025,Global,Grey,Electric,144788,390,1,Yes
G-Class,2020,Global,Blue,Diesel,121630,457,1,Yes
C-Class,2023,Global,Silver,Electric,87648,328,1,Yes
CLA,2020,Global,Blue,Petrol,42092,403,1,Yes
GLS,2024,Global,Yellow,Hybrid,331527,518,1,No
GLC,2021,Global,Silver,Electric,80514,474,1,No
GLC,2022,Global,Black,Diesel,157563,331,1,Yes
C-Class,2025,Global,Silver,Electric,96326,272,1,Yes
GLC,2024,Global,Black,Electric,159172,429,1,Yes
GLC,2021,Global,White,Diesel,96235,370,1,Yes
CLS,2020,Global,White,Petrol,49291,336,1,Yes
A-Class,2020,Global,Black,Diesel,56143,382,1,Yes
GLC,2025,Global,Silver,Electric,145775,310,1,Yes
GLC,2023,Global,Black,Hybrid,79441,265,1,Yes
GLB,2022,Global,Black,Diesel,45953,342,1,Yes
GLA,2022,Global,Yellow,Diesel,48426,421,1,Yes
GLC,2024,Global,Silver,Petrol,80848,364,1,Yes
GLC,2022,Global,White,Diesel,103164,329,1,Yes
GLC,2023,Global,Black,Hybrid,118769,358,1,Yes
E-Class,2023,Global,White,Petrol,98080,597,1,Yes
CLA,2025,Global,Black,Hybrid,73547,299,1,Yes
GLA,2020,Global,White,Diesel,67702,340,1,No
A-Class,2022,Global,White,Petrol,64341,415,1,Yes
E-Class,2021,Global,Black,Diesel,62935,280,1,Yes
GLC,2025,Global,Black,Petrol,167277,215,1,Yes
GLC,2022,Global,Black,Petrol,88786,367,1,Yes
A-Class,2024,Global,Blue,Petrol,40888,350,1,Yes
E-Class,2021,Global,White,Hybrid,43464,611,1,Yes
A-Class,2023,Global,White,Electric,87483,416,1,Yes
A-Class,2020,Global,White,Petrol,74628,415,1,Yes
GLE,2023,Global,Blue,Diesel,96582,520,1,No
GLC,2023,Global,Black,Electric,117812,267,1,Yes
A-Class,2022,Global,Yellow,Petrol,67635,219,1,Yes
E-Class,2025,Global,Red,Hybrid,52154,384,1,Yes
GLB,2022,Global,White,Petrol,64048,294,1,Yes
GLC,2023,Global,White,Diesel,155903,278,1,No
GLC,2023,Global,Grey,Hybrid,153848,505,1,Yes
GLC,2022,Global,Red,Diesel,127872,378,1,No
C-Class,2024,Global,White,Hybrid,51101,342,1,Yes
GLC,2021,Global,Grey,Petrol,77104,349,1,Yes
GLC,2022,Global,Black,Petrol,95076,357,1,Yes
GLB,2023,Global,Grey,Petrol,45023,386,1,Yes
GLS,2022,Global,Blue,Petrol,152722,467,1,Yes
GLC,2025,Global,Red,Diesel,156607,455,1,Yes
GLE,2025,Global,Grey,Petrol,102424,511,1,Yes
GLA,2024,Global,White,Electric,43854,398,1,Yes
GLS,2020,Global,Yellow,Petrol,235118,398,1,Yes
GLE,2020,Global,Silver,Hybrid,77067,314,1,No
E-Class,2021,Global,Grey,Petrol,74583,239,1,Yes
GLB,2020,Global,Silver,Diesel,43645,309,1,No
A-Class,2021,Global,Black,Petrol,92248,269,1,Yes
GLE,2020,Global,Black,Diesel,103458,530,1,Yes
C-Class,2020,Global,Black,Petrol,52461,417,1,Yes
E-Class,2022,Global,Green,Petrol,78687,269,1,Yes
GLA,2021,Global,Black,Petrol,38448,349,1,Yes
A-Class,2021,Global,Silver,Petrol,42938,229,1,Yes
GLE,2021,Global,Black,Petrol,144551,541,1,Yes
GLC,2025,Global,White,Hybrid,117864,423,1,No
GLC,2023,Global,Black,Petrol,98733,216,1,Yes
C-Class,2022,Global,Black,Petrol,55030,260,1,Yes
A-Class,2023,Global,Grey,Electric,69409,195,1,Yes
GLC,2020,Global,Grey,Petrol,69151,336,1,Yes
GLC,2023,Global,Black,Petrol,127282,496,1,Yes
A-Class,2020,Global,Black,Diesel,46697,288,1,Yes
GLC,2024,Global,Blue,Hybrid,115184,325,1,Yes
GLB,2024,Global,White,Petrol,56004,252,1,Yes
CLA,2021,Global,Brown,Petrol,88255,358,1,No
AMG A 45,2023,Global,Silver,Hybrid,249766,392,1,Yes
GLA,2023,Global,White,Petrol,48332,339,1,Yes
CLA,2023,Global,Red,Petrol,94075,236,1,Yes
E-Class,2021,Global,Black,Petrol,39469,473,1,Yes
GLE,2024,Global,White,Diesel,145533,250,1,Yes
GLE,2025,Global,Red,Petrol,86797,264,1,Yes
A-Class,2024,Global,Red,Electric,71964,398,1,Yes
GLA,2022,Global,Black,Electric,75515,355,1,Yes
CLA,2023,Global,Black,Petrol,55448,326,1,Yes
E-Class,2021,Global,White,Petrol,59145,522,1,Yes
CLA,2024,Global,Brown,Electric,72163,298,1,Yes
A-Class,2022,Global,Silver,Petrol,61543,420,1,Yes
C-Class,2022,Global,Black,Petrol,43772,467,1,Yes
C-Class,2020,Global,White,Petrol,45160,510,1,Yes
A-Class,2020,Global,Silver,Petrol,79222,299,1,Yes
GLB,2020,Global,White,Diesel,37177,230,1,Yes
A-Class,2024,Global,Black,Petrol,89943,231,1,Yes
C-Class,2020,Global,Silver,Petrol,47953,336,1,Yes
GLB,2021,Global,Yellow,Petrol,57405,203,1,Yes
AMG S 63,2023,Global,Silver,Petrol,306838,796,1,Yes
GLE,2025,Global,Silver,Electric,149455,592,1,Yes
A-Class,2025,Global,Grey,Petrol,77185,319,1,Yes
GLA,2024,Global,Grey,Electric,84379,367,1,Yes
C-Class,2024,Global,Red,Petrol,54650,330,1,Yes
GLC,2021,Global,Silver,Petrol,75344,358,1,Yes
AMG GT,2022,Global,Black,Diesel,345830,501,1,Yes
CLA,2025,Global,Blue,Petrol,43664,220,1,Yes
A-Class,2024,Global,Blue,Electric,59853,324,1,No
A-Class,2021,Global,Black,Petrol,72103,380,1,Yes
GLB,2025,Global,Silver,Electric,69250,272,1,No
S-Class,2025,Global,Black,Hybrid,345462,749,1,Yes
A-Class,2023,Global,Grey,Diesel,69440,197,1,Yes
GLE,2021,Global,White,Diesel,122141,344,1,Yes
GLC,2023,Global,Yellow,Diesel,78764,275,1,Yes
AMG C 63,2020,Global,Black,Diesel,183122,485,1,Yes
E-Class,2023,Global,Red,Hybrid,44587,249,1,Yes
GLE,2021,Global,White,Petrol,148071,515,1,Yes
A-Class,2021,Global,Black,Petrol,58811,412,1,Yes
GLC,2024,Global,Silver,Hybrid,117546,418,1,Yes
GLS,2023,Global,White,Hybrid,310477,453,1,Yes
GLC,2024,Global,White,Petrol,144513,205,1,Yes
AMG GT,2022,Global,Blue,Diesel,210311,815,1,No
G-Class,2020,Global,Brown,Petrol,306941,445,1,Yes
A-Class,2023,Global,Green,Petrol,45268,229,1,Yes
GLC,2025,Global,Red,Hybrid,148274,202,1,Yes
GLB,2025,Global,Silver,Petrol,75540,215,1,Yes
GLA,2023,Global,White,Petrol,96854,279,1,Yes
GLA,2024,Global,Blue,Petrol,59599,173,1,Yes
GLB,2023,Global,White,Petrol,51881,363,1,No
CLS,2024,Global,Grey,Petrol,97682,317,1,Yes
GLE,2025,Global,Black,Hybrid,155085,608,1,Yes
GLC,2020,Global,Silver,Petrol,116429,325,1,Yes
E-Class,2025,Global,Blue,Petrol,83094,308,1,No
GLC,2025,Global,Grey,Petrol,107210,427,1,Yes
GLC,2023,Global,Grey,Petrol,109413,302,1,Yes
A-Class,2025,Global,Red,Hybrid,42914,163,1,Yes
GLB,2020,Global,Blue,Petrol,54154,169,1,Yes
C-Class,2025,Global,Brown,Hybrid,42026,363,1,Yes
GLA,2021,Global,White,Petrol,90327,305,1,Yes
C-Class,2024,Global,White,Petrol,57528,376,1,Yes
GLC,2020,Global,Red,Diesel,109756,440,1,Yes
C-Class,2024,Global,Black,Petrol,88299,363,1,Yes
GLA,2024,Global,Black,Diesel,71251,335,1,Yes
GLE,2021,Global,White,Petrol,80115,281,1,Yes
GLC,2024,Global,Black,Petrol,101521,439,1,No
GLE,2025,Global,Grey,Electric,137295,382,1,Yes
GLE,2021,Global,Brown,Petrol,69558,308,1,Yes
CLA,2025,Global,Black,Hybrid,86243,257,1,Yes
CLA,2022,Global,White,Hybrid,54815,220,1,Yes
GLA,2021,Global,Red,Diesel,72534,347,1,Yes
GLB,2025,Global,Black,Petrol,58812,344,1,No
GLC,2025,Global,Grey,Hybrid,119350,448,1,Yes
GLA,2023,Global,Blue,Electric,71778,222,1,Yes
GLA,2023,Global,Grey,Petrol,87418,199,1,Yes
GLE,2024,Global,Green,Electric,75022,572,1,Yes
GLB,2024,Global,Silver,Hybrid,85816,224,1,Yes
GLC,2023,Global,Red,Electric,152621,400,1,Yes
A-Class,2022,Global,Silver,Diesel,51899,386,1,No
A-Class,2021,Global,Black,Diesel,60271,263,1,Yes
GLC,2024,Global,Silver,Electric,165798,502,1,Yes
A-Class,2024,Global,Silver,Electric,60091,244,1,No
C-Class,2021,Global,Black,Diesel,45749,202,1,Yes
GLE,2021,Global,Silver,Diesel,151507,452,1,Yes
GLC,2023,Global,Blue,Petrol,139150,353,1,Yes
C-Class,2020,Global,White,Hybrid,38904,392,1,No
GLC,2021,Global,White,Petrol,140560,460,1,Yes
A-Class,2020,Global,Green,Diesel,52579,410,1,Yes
GLC,2020,Global,White,Petrol,87111,210,1,Yes
CLA,2023,Global,Green,Petrol,81840,285,1,Yes
GLC,2022,Global,Silver,Petrol,68881,505,1,Yes
GLC,2023,Global,White,Hybrid,160517,459,1,Yes
GLS,2022,Global,Grey,Petrol,171812,595,1,Yes
E-Class,2022,Global,Red,Electric,50441,483,1,No
GLA,2021,Global,Silver,Diesel,85597,301,1,Yes
E-Class,2023,Global,Blue,Electric,61510,308,1,Yes
A-Class,2023,Global,Grey,Electric,43903,240,1,Yes
A-Class,2020,Global,Grey,Petrol,51699,396,1,Yes
G-Class,2022,Global,Silver,Hybrid,304184,478,1,Yes
GLA,2022,Global,Silver,Petrol,70799,211,1,Yes
E-Class,2022,Global,Black,Diesel,77782,309,1,Yes
A-Class,2020,Global,Green,Petrol,77337,413,1,Yes
CLA,2025,Global,White,Petrol,80932,385,1,Yes
GLE,2020,Global,Green,Petrol,139188,449,1,Yes
E-Class,2024,Global,Blue,Hybrid,93171,385,1,No
C-Class,2023,Global,Silver,Hybrid,85492,358,1,Yes
GLB,2025,Global,Grey,Hybrid,91124,205,1,Yes
G-Class,2021,Global,White,Electric,291755,517,1,Yes
S-Class,2020,Global,Black,Diesel,120346,437,1,Yes
S-Class,2020,Global,Red,Petrol,344795,721,1,Yes
A-Class,2020,Global,Black,Petrol,78147,225,1,Yes
GLE,2025,Global,Red,Hybrid,169344,539,1,Yes
C-Class,2020,Global,Grey,Petrol,44657,275,1,Yes
GLB,2025,Global,Black,Electric,58638,245,1,Yes
GLE,2023,Global,Red,Petrol,157498,495,1,Yes
A-Class,2022,Global,White,Petrol,48578,341,1,Yes
GLC,2020,Global,Silver,Petrol,135762,368,1,Yes
E-Class,2022,Global,Black,Diesel,82534,337,1,Yes
GLB,2021,Global,Grey,Diesel,79501,377,1,Yes
S-Class,2020,Global,Grey,Petrol,155079,369,1,Yes
GLC,2022,Global,White,Petrol,158316,236,1,No
GLE,2024,Global,Red,Electric,81578,550,1,Yes
A-Class,2023,Global,Red,Petrol,45974,346,1,Yes
E-Class,2022,Global,White,Petrol,87708,524,1,Yes
GLC,2021,Global,Silver,Petrol,127982,280,1,Yes
