Model,Year,Region,Color,Fuel Type,Base Price (USD),Horsepower,Sales Volume,Turbo
GLE,2022,Global,Black,Petrol,120352,533,1,Yes
A-Class,2022,Global,White,Diesel,40085,243,1,Yes
GLB,2022,Global,Grey,Petrol,95502,366,1,Yes
A-Class,2022,Global,Grey,Petrol,73675,181,1,Yes
GLS,2022,Global,Silver,Diesel,144111,430,1,Yes
A-Class,2023,Global,Black,Petrol,62804,297,1,Yes
GLA,2023,Global,Black,Petrol,52305,308,1,Yes
E-Class,2020,Global,Grey,Diesel,44344,530,1,Yes
C-Class,2022,Global,Black,Diesel,43588,231,1,Yes
GLA,2023,Global,Black,Hybrid,74067,220,1,No
CLA,2022,Global,Black,Petrol,89873,299,1,Yes
GLC,2025,Global,Black,Electric,114746,206,1,Yes
E-Class,2024,Global,Silver,Hybrid,95398,288,1,Yes
CLA,2022,Global,White,Diesel,47758,251,1,Yes
GLA,2021,Global,White,Petrol,37066,185,1,Yes
C-Class,2023,Global,Black,Petrol,88225,437,1,Yes
GLB,2023,Global,Grey,Petrol,64131,359,1,Yes
A-Class,2022,Global,Grey,Hybrid,66684,362,1,Yes
C-Class,2023,Global,Red,Petrol,82760,389,1,Yes
S-Class,2024,Global,White,Petrol,267771,784,1,Yes
GLC,2022,Global,Grey,Petrol,111496,501,1,Yes
A-Class,2025,Global,Black,Hybrid,87821,372,1,Yes
GLC,2021,Global,White,Diesel,128405,365,1,Yes
GLE,2023,Global,White,Hybrid,115971,253,1,Yes
GLS,2023,Global,Green,Hybrid,157717,358,1,Yes
E-Class,2020,Global,Grey,Petrol,47150,392,1,No
A-Class,2024,Global,Black,Petrol,40190,380,1,Yes
A-Class,2020,Global,Black,Diesel,89553,391,1,Yes
GLE,2022,Global,White,Diesel,159359,369,1,Yes
S-Class,2024,Global,Silver,Diesel,235294,463,1,Yes
C-Class,2024,Global,White,Petrol,98766,233,1,Yes
A-Class,2025,Global,Red,Diesel,65454,263,1,No
GLC,2020,Global,White,Diesel,72358,275,1,No
A-Class,2025,Global,Silver,Hybrid,56752,245,1,Yes
GLC,2020,Global,Silver,Hybrid,116063,397,1,Yes
GLE,2025,Global,Grey,Hybrid,106634,551,1,Yes
GLB,2022,Global,Blue,Petrol,83382,252,1,Yes
GLE,2024,Global,Black,Electric,127497,518,1,Yes
A-Class,2025,Global,White,Electric,63371,418,1,Yes
GLE,2024,Global,Grey,Electric,112666,341,1,Yes
GLS,2023,Global,Blue,Petrol,143730,359,1,Yes
GLA,2021,Global,Black,Petrol,43071,333,1,Yes
AMG C 63,2023,Global,Black,Petrol,176722,506,1,Yes
E-Class,2023,Global,Yellow,Petrol,52706,334,1,Yes
A-Class,2024,Global,White,Hybrid,102161,358,1,Yes
GLC,2023,Global,White,Hybrid,74958,479,1,Yes
GLE,2025,Global,White,Hybrid,111858,291,1,No
E-Class,2025,Global,Silver,Hybrid,85404,421,1,Yes
AMG GT,2025,Global,Black,Electric,325927,675,1,Yes
GLB,2024,Global,Silver,Diesel,87907,253,1,Yes
AMG C 63,2025,Global,White,Electric,397575,505,1,Yes
GLE,2020,Global,Grey,Petrol,118735,611,1,No
GLA,2025,Global,Black,Electric,57475,297,1,Yes
GLC,2021,Global,Grey,Petrol,137926,324,1,Yes
CLA,2023,Global,Yellow,Hybrid,55250,389,1,Yes
C-Class,2022,Global,Black,Petrol,39777,421,1,Yes
GLC,2024,Global,Black,Petrol,170133,395,1,No
GLE,2020,Global,Silver,Petrol,128439,276,1,Yes
GLC,2020,Global,Blue,Petrol,82951,337,1,Yes
E-Class,2022,Global,Black,Petrol,39272,434,1,Yes
CLA,2020,Global,Silver,Petrol,86843,310,1,No
GLB,2021,Global,Black,Petrol,46311,197,1,Yes
E-Class,2021,Global,White,Petrol,61473,488,1,Yes
GLS,2023,Global,White,Diesel,385177,460,1,Yes
GLS,2020,Global,Orange,Diesel,336746,574,1,Yes
GLB,2022,Global,Red,Petrol,74359,289,1,Yes
S-Class,2024,Global,White,Hybrid,321484,730,1,No
GLB,2020,Global,Silver,Petrol,49911,416,1,Yes
GLC,2024,Global,White,Hybrid,102027,478,1,Yes
E-Class,2023,Global,Grey,Diesel,83857,307,1,Yes
GLB,2023,Global,Black,Hybrid,91010,255,1,Yes
GLE,2024,Global,Black,Petrol,93737,392,1,Yes
C-Class,2020,Global,White,Hybrid,55706,290,1,Yes
A-Class,2022,Global,Black,Petrol,92505,166,1,Yes
A-Class,2020,Global,Silver,Petrol,41884,311,1,Yes
GLE,2023,Global,Silver,Diesel,145939,450,1,No
GLC,2021,Global,Silver,Petrol,127942,416,1,Yes
E-Class,2023,Global,Red,Electric,59521,360,1,Yes
AMG C 63,2021,Global,Grey,Petrol,271481,497,1,Yes
GLA,2021,Global,White,Petrol,67892,288,1,Yes
C-Class,2023,Global,Silver,Diesel,76025,467,1,Yes
A-Class,2025,Global,Black,Hybrid,57495,278,1,Yes
C-Class,2021,Global,Blue,Diesel,85837,314,1,No
GLB,2024,Global,Grey,Diesel,46744,329,1,Yes
GLB,2025,Global,Blue,Petrol,83328,330,1,Yes
GLA,2021,Global,White,Petrol,91500,273,1,No
A-Class,2022,Global,Black,Petrol,38910,419,1,Yes
GLS,2024,Global,Grey,Hybrid,284865,494,1,Yes
E-Class,2023,Global,Black,Hybrid,94765,566,1,Yes
GLA,2025,Global,Red,Petrol,62235,307,1,Yes
GLE,2025,Global,Orange,Diesel,139337,273,1,Yes
E-Class,2020,Global,Blue,Petrol,68810,279,1,Yes
GLB,2020,Global,Blue,Petrol,83980,313,1,Yes
GLA,2022,Global,Blue,Electric,53823,262,1,Yes
GLC,2024,Global,White,Electric,170990,430,1,Yes
GLE,2024,Global,Black,Petrol,123452,412,1,Yes
A-Class,2020,Global,Silver,Diesel,83024,340,1,Yes
GLB,2023,Global,White,Diesel,49057,261,1,Yes
GLE,2024,Global,White,Electric,103242,408,1,No
GLE,2025,Global,Black,Diesel,149953,440,1,Yes
S-Class,2021,Global,Red,Petrol,165179,785,1,Yes
GLC,2020,Global,Grey,Diesel,67615,486,1,Yes
CLA,2025,Global,Black,Electric,57499,401,1,No
E-Class,2023,Global,Yellow,Diesel,43974,502,1,Yes
C-Class,2022,Global,Black,Petrol,55569,235,1,No
C-Class,2023,Global,Silver,Electric,60047,350,1,Yes
GLC,2025,Global,Red,Diesel,175573,493,1,Yes
CLA,2024,Global,Red,Hybrid,40501,356,1,Yes
C-Class,2023,Global,Grey,Hybrid,50906,445,1,No
GLC,2020,Global,Black,Petrol,145713,293,1,Yes
GLC,2022,Global,Silver,Petrol,133380,352,1,Yes
E-Class,2025,Global,Yellow,Diesel,55275,355,1,Yes
GLC,2020,Global,Black,Diesel,145457,469,1,Yes
GLC,2022,Global,White,Petrol,73818,236,1,Yes
C-Class,2024,Global,Green,Hybrid,76856,352,1,Yes
A-Class,2020,Global,White,Petrol,46335,270,1,Yes
GLC,2024,Global,White,Petrol,150206,403,1,Yes
GLB,2022,Global,Orange,Hybrid,85484,163,1,Yes
GLA,2022,Global,Green,Petrol,73914,292,1,Yes
GLE,2024,Global,Blue,Petrol,115005,568,1,Yes
GLS,2024,Global,Silver,Electric,286461,553,1,Yes
GLB,2024,Global,White,Petrol,49975,352,1,Yes
A-Class,2025,Global,White,Hybrid,95817,296,1,Yes
AMG GT,2023,Global,Green,Petrol,201200,696,1,Yes
GLE,2025,Global,Red,Hybrid,162372,463,1,Yes
GLA,2021,Global,Blue,Petrol,43508,300,1,Yes
GLC,2025,Global,Black,Petrol,93740,205,1,Yes
C-Class,2025,Global,Black,Hybrid,90638,264,1,No
GLE,2024,Global,Yellow,Electric,148955,363,1,Yes
C-Class,2023,Global,White,Hybrid,76322,366,1,Yes
G-Class,2020,Global,White,Petrol,124253,448,1,Yes
C-Class,2021,Global,Black,Petrol,44168,440,1,Yes
GLB,2023,Global,Black,Petrol,47186,255,1,Yes
CLA,2023,Global,White,Hybrid,80220,259,1,Yes
GLC,2021,Global,Blue,Petrol,70924,212,1,Yes
C-Class,2021,Global,Silver,Diesel,90814,450,1,Yes
GLC,2024,Global,Black,Petrol,151195,375,1,Yes
GLE,2024,Global,Silver,Hybrid,114148,360,1,Yes
GLB,2024,Global,Blue,Diesel,47648,305,1,No
GLC,2023,Global,White,Diesel,83733,464,1,Yes
CLA,2021,Global,Orange,Petrol,84587,371,1,Yes
A-Class,2025,Global,Black,Hybrid,72753,371,1,No
GLC,2025,Global,Silver,Hybrid,165812,317,1,Yes
A-Class,2022,Global,Black,Hybrid,92584,400,1,Yes
GLE,2024,Global,Grey,Electric,104162,384,1,Yes
GLC,2024,Global,Silver,Petrol,84263,221,1,Yes
C-Class,2022,Global,White,Diesel,41946,334,1,No
GLS,2023,Global,White,Diesel,336244,577,1,Yes
S-Class,2024,Global,Brown,Hybrid,292246,631,1,Yes
GLE,2025,Global,Yellow,Petrol,149478,277,1,Yes
GLC,2024,Global,White,Hybrid,119888,236,1,No
C-Class,2023,Global,White,Hybrid,92730,267,1,Yes
GLA,2025,Global,Blue,Hybrid,92921,299,1,Yes
A-Class,2024,Global,White,Hybrid,57322,248,1,No
GLC,2024,Global,Black,Hybrid,145209,206,1,Yes
GLB,2023,Global,Black,Petrol,70918,206,1,Yes
GLA,2023,Global,Black,Petrol,86030,395,1,Yes
AMG S 63,2025,Global,Red,Diesel,278833,804,1,Yes
GLC,2020,Global,Silver,Hybrid,131944,262,1,Yes
GLC,2025,Global,White,Electric,126493,420,1,Yes
A-Class,2025,Global,Grey,Hybrid,57184,321,1,No
GLC,2022,Global,Red,Petrol,147336,423,1,Yes
GLC,2020,Global,Black,Petrol,109121,361,1,Yes
CLA,2022,Global,White,Petrol,90467,291,1,Yes
GLS,2021,Global,White,Diesel,180390,588,1,Yes
GLA,2024,Global,Silver,Petrol,99762,182,1,Yes
A-Class,2022,Global,Grey,Diesel,61115,287,1,Yes
GLB,2022,Global,Blue,Diesel,86078,355,1,Yes
E-Class,2020,Global,White,Petrol,73936,447,1,Yes
C-Class,2021,Global,Grey,Diesel,48687,302,1,Yes
GLC,2021,Global,Grey,Diesel,154176,341,1,Yes
GLC,2020,Global,Silver,Petrol,96763,311,1,Yes
GLE,2024,Global,Black,Hybrid,150136,586,1,Yes
GLB,2021,Global,Silver,Petrol,40844,264,1,Yes
GLE,2025,Global,Silver,Electric,173932,583,1,Yes
GLE,2025,Global,Black,Hybrid,170313,463,1,Yes
GLC,2023,Global,Grey,Diesel,153454,372,1,Yes
GLC,2021,Global,Grey,Petrol,152010,506,1,No
GLC,2020,Global,White,Petrol,67828,381,1,Yes
GLC,2021,Global,Silver,Petrol,94242,356,1,Yes
GLE,2023,Global,Black,Petrol,157902,476,1,Yes
A-Class,2022,Global,White,Diesel,54178,282,1,Yes
A-Class,2020,Global,White,Petrol,56088,313,1,Yes
E-Class,2023,Global,Silver,Petrol,58666,545,1,Yes
E-Class,2024,Global,Black,Hybrid,78291,439,1,Yes
CLA,2023,Global,Silver,Petrol,38880,351,1,Yes
E-Class,2021,Global,White,Diesel,51197,331,1,Yes
GLA,2024,Global,Black,Electric,77586,293,1,Yes
C-Class,2025,Global,Blue,Petrol,52044,434,1,Yes
E-Class,2020,Global,Black,Petrol,83681,252,1,Yes
GLE,2025,Global,Black,Hybrid,124047,425,1,Yes
GLE,2025,Global,Black,Hybrid,123197,301,1,Yes
GLB,2025,Global,Silver,Petrol,63969,332,1,No
E-Class,2023,Global,Grey,Petrol,78514,502,1,Yes
C-Class,2025,Global,Silver,Electric,70284,425,1,Yes
GLB,2022,Global,Silver,Petrol,66137,214,1,Yes
E-Class,2021,Global,Silver,Petrol,64459,208,1,Yes
GLB,2022,Global,Blue,Petrol,90331,399,1,Yes
C-Class,2023,Global,White,Electric,80304,400,1,Yes
A-Class,2025,Global,Silver,Petrol,89225,192,1,Yes
A-Class,2023,Global,Grey,Petrol,72097,310,1,Yes
GLE,2025,Global,Silver,Petrol,96891,563,1,Yes
A-Class,2024,Global,White,Electric,87693,224,1,No
S-Class,2025,Global,Blue,Electric,146245,789,1,Yes
GLA,2022,Global,Yellow,Electric,86299,374,1,Yes
GLS,2023,Global,Silver,Hybrid,194868,401,1,Yes
E-Class,2021,Global,Black,Diesel,51776,216,1,Yes
A-Class,2022,Global,Black,Petrol,70507,230,1,No
GLB,2023,Global,Grey,Hybrid,76884,388,1,No
G-Class,2023,Global,Yellow,Petrol,199748,573,1,Yes
C-Class,2021,Global,White,Petrol,68874,295,1,Yes
GLE,2024,Global,White,Diesel,106950,544,1,Yes
CLA,2024,Global,White,Petrol,98382,263,1,Yes
GLC,2020,Global,White,Petrol,81709,284,1,No
GLE,2023,Global,White,Petrol,85594,368,1,No
A-Class,2020,Global,Black,Petrol,78740,262,1,Yes
G-Class,2021,Global,Black,Petrol,210379,504,1,Yes
E-Class,2025,Global,Grey,Petrol,105095,576,1,Yes
GLC,2020,Global,Grey,Petrol,136272,273,1,No
GLC,2020,Global,Black,Diesel,88006,265,1,Yes
E-Class,2025,Global,Yellow,Electric,59372,535,1,Yes
A-Class,2023,Global,Red,Petrol,56225,351,1,Yes
E-Class,2025,Global,Grey,Electric,104003,558,1,Yes
C-Class,2020,Global,White,Petrol,83869,380,1,Yes
GLC,2023,Global,Black,Hybrid,90626,436,1,Yes
GLC,2022,Global,Black,Electric,132753,446,1,Yes
CLA,2024,Global,Grey,Diesel,51274,271,1,No
E-Class,2024,Global,Black,Electric,90843,562,1,No
GLA,2023,Global,White,Petrol,77266,263,1,Yes
C-Class,2023,Global,Silver,Petrol,55066,319,1,No
GLE,2024,Global,Grey,Diesel,70877,299,1,Yes
S-Class,2021,Global,Grey,Petrol,270717,384,1,Yes
C-Class,2021,Global,Black,Petrol,39228,205,1,Yes
A-Class,2023,Global,White,Diesel,80427,265,1,Yes
A-Class,2020,Global,Black,Petrol,55821,167,1,Yes
A-Class,2022,Global,Blue,Petrol,69065,369,1,Yes
A-Class,2020,Global,White,Petrol,60172,416,1,Yes
GLS,2021,Global,Black,Diesel,357727,500,1,Yes
E-Class,2020,Global,Blue,Petrol,44610,254,1,Yes
E-Class,2025,Global,Yellow,Hybrid,47329,493,1,Yes
E-Class,2024,Global,Grey,Hybrid,47602,265,1,No
GLB,2025,Global,Black,Petrol,95786,299,1,Yes
CLS,2021,Global,White,Petrol,56800,492,1,Yes
GLB,2023,Global,Blue,Electric,56672,314,1,Yes
GLE,2021,Global,Grey,Diesel,140351,279,1,Yes
GLC,2023,Global,Black,Electric,153149,206,1,Yes
GLA,2020,Global,White,Diesel,68924,410,1,Yes
GLE,2023,Global,Grey,Electric,101457,606,1,Yes
C-Class,2023,Global,Black,Hybrid,41802,395,1,Yes
GLC,2023,Global,Black,Hybrid,133263,237,1,Yes
GLC,2021,Global,Green,Petrol,112659,388,1,Yes
GLC,2022,Global,White,Petrol,141899,350,1,Yes
C-Class,2025,Global,White,Electric,105201,496,1,Yes
GLA,2025,Global,Black,Electric,94486,191,1,Yes
CLA,2025,Global,Silver,Petrol,66426,374,1,Yes
CLS,2021,Global,White,Petrol,86006,464,1,Yes
GLE,2023,Global,Silver,Hybrid,136959,328,1,Yes
GLE,2023,Global,Grey,Petrol,115999,534,1,Yes
C-Class,2024,Global,Black,Petrol,56237,272,1,Yes
GLA,2021,Global,White,Diesel,68884,297,1,Yes
A-Class,2025,Global,White,Petrol,41681,379,1,Yes
GLE,2024,Global,Blue,Hybrid,150871,273,1,Yes
A-Class,2021,Global,Grey,Petrol,45469,190,1,Yes
GLA,2024,Global,Blue,Hybrid,55767,247,1,Yes
E-Class,2021,Global,Black,Diesel,67111,477,1,Yes
A-Class,2022,Global,Red,Petrol,47430,333,1,Yes
G-Class,2025,Global,Black,Petrol,195552,427,1,Yes
AMG GT,2025,Global,Black,Hybrid,374618,581,1,Yes
C-Class,2025,Global,White,Petrol,99642,388,1,Yes
GLC,2023,Global,Yellow,Petrol,105518,482,1,Yes
C-Class,2021,Global,Black,Petrol,65395,291,1,Yes
E-Class,2025,Global,Silver,Petrol,80354,553,1,Yes
GLC,2024,Global,White,Hybrid,99010,293,1,Yes
A-Class,2025,Global,Black,Electric,98307,285,1,Yes
E-Class,2025,Global,Black,Electric,88860,477,1,No
G-Class,2022,Global,Grey,Petrol,280983,571,1,Yes
CLA,2022,Global,Red,Hybrid,88316,215,1,No
CLA,2020,Global,White,Petrol,40141,323,1,No
C-Class,2020,Global,Black,Petrol,39908,226,1,No
GLE,2020,Global,Yellow,Petrol,80404,325,1,Yes
GLC,2023,Global,Black,Petrol,77220,346,1,No
AMG A 45,2025,Global,Silver,Diesel,232074,418,1,Yes
C-Class,2025,Global,Black,Hybrid,70568,231,1,Yes
GLA,2020,Global,Brown,Diesel,36773,221,1,Yes
GLE,2020,Global,Blue,Diesel,99282,559,1,Yes
G-Class,2024,Global,Silver,Hybrid,220918,562,1,Yes
GLB,2020,Global,Blue,Petrol,82663,277,1,Yes
GLE,2022,Global,Black,Petrol,116348,563,1,Yes
C-Class,2022,Global,Grey,Hybrid,48055,452,1,No
S-Class,2021,Global,Blue,Diesel,180406,742,1,Yes
GLS,2023,Global,Grey,Electric,325631,542,1,Yes
GLC,2022,Global,Silver,Hybrid,81952,262,1,Yes
AMG A 45,2024,Global,Blue,Hybrid,289058,394,1,Yes
GLA,2023,Global,Silver,Petrol,49591,395,1,No
A-Class,2024,Global,Blue,Hybrid,100902,312,1,No
E-Class,2025,Global,Blue,Hybrid,69717,297,1,Yes
GLC,2021,Global,Silver,Petrol,153547,387,1,Yes
S-Class,2021,Global,White,Petrol,299597,758,1,Yes
GLE,2021,Global,Black,Petrol,152227,546,1,Yes
GLC,2025,Global,Red,Diesel,167833,375,1,Yes
GLE,2020,Global,Black,Petrol,94732,365,1,Yes
GLE,2020,Global,White,Diesel,70054,519,1,No
AMG GT,2023,Global,Grey,Hybrid,272068,509,1,Yes
GLA,2023,Global,Grey,Diesel,45567,417,1,Yes
E-Class,2024,Global,Black,Electric,71930,464,1,Yes
GLS,2022,Global,Black,Petrol,270520,464,1,Yes
CLA,2023,Global,Grey,Petrol,77415,275,1,Yes
GLC,2020,Global,White,Petrol,140382,306,1,Yes
GLA,2020,Global,Black,Petrol,71982,265,1,Yes
GLE,2024,Global,Red,Petrol,84738,448,1,Yes
C-Class,2020,Global,Black,Diesel,50345,286,1,Yes
GLB,2023,Global,Silver,Petrol,95018,217,1,Yes
GLE,2022,Global,Black,Petrol,135907,454,1,Yes
A-Class,2022,Global,White,Petrol,58449,398,1,Yes
AMG E 63,2023,Global,White,Petrol,291672,578,1,Yes
C-Class,2025,Global,White,Diesel,56685,502,1,Yes
S-Class,2023,Global,White,Petrol,295141,798,1,Yes
GLS,2025,Global,Grey,Hybrid,387088,473,1,Yes
A-Class,2020,Global,Blue,Petrol,71274,380,1,Yes
A-Class,2022,Global,Green,Diesel,94547,190,1,Yes
A-Class,2025,Global,Grey,Electric,90787,170,1,Yes
GLE,2025,Global,White,Hybrid,80278,593,1,Yes
G-Class,2023,Global,Silver,Hybrid,245498,555,1,Yes
E-Class,2024,Global,Grey,Petrol,83249,530,1,Yes
E-Class,2020,Global,Black,Petrol,69232,279,1,Yes
A-Class,2023,Global,Yellow,Petrol,88386,341,1,Yes
E-Class,2020,Global,Grey,Diesel,65914,426,1,Yes
C-Class,2020,Global,White,Petrol,88207,398,1,Yes
A-Class,2025,Global,Black,Petrol,48959,337,1,Yes
GLC,2021,Global,Red,Petrol,145354,393,1,Yes
GLB,2022,Global,Black,Electric,94690,307,1,Yes
CLA,2022,Global,Red,Petrol,41237,411,1,Yes
GLE,2023,Global,Grey,Petrol,72085,404,1,Yes
A-Class,2024,Global,Silver,Electric,65870,232,1,No
GLE,2020,Global,Black,Petrol,91952,379,1,Yes
GLA,2021,Global,White,Petrol,84499,292,1,No
E-Class,2022,Global,Black,Diesel,68673,436,1,Yes
A-Class,2022,Global,Silver,Diesel,88559,321,1,Yes
GLB,2022,Global,Black,Petrol,37639,333,1,Yes
CLA,2021,Global,Grey,Petrol,48316,209,1,Yes
GLA,2020,Global,Blue,Diesel,59657,258,1,Yes
GLE,2025,Global,White,Electric,143828,425,1,Yes
GLB,2023,Global,Silver,Diesel,61592,315,1,No
GLC,2021,Global,Black,Petrol,87972,409,1,Yes
E-Class,2025,Global,Red,Hybrid,95547,434,1,Yes
GLC,2021,Global,Black,Petrol,63949,209,1,Yes
CLA,2021,Global,Orange,Petrol,58084,290,1,No
GLC,2024,Global,Grey,Petrol,70779,262,1,Yes
GLE,2021,Global,Black,Petrol,74131,595,1,Yes
GLC,2025,Global,Silver,Electric,134536,275,1,Yes
GLC,2020,Global,Red,Petrol,76953,425,1,No
GLE,2022,Global,White,Petrol,117148,567,1,Yes
A-Class,2020,Global,Black,Petrol,86143,246,1,Yes
GLC,2023,Global,Red,Petrol,87276,501,1,Yes
AMG GT,2024,Global,Blue,Electric,327262,743,1,Yes
C-Class,2023,Global,Grey,Hybrid,66780,217,1,No
GLE,2025,Global,White,Diesel,126782,533,1,Yes
GLC,2020,Global,Black,Diesel,67280,432,1,Yes
GLB,2021,Global,Silver,Petrol,90238,200,1,No
G-Class,2025,Global,White,Hybrid,256650,431,1,Yes
E-Class,2023,Global,White,Petrol,64793,348,1,Yes
AMG C 63,2025,Global,Blue,Electric,143905,488,1,Yes
GLC,2024,Global,White,Hybrid,170530,485,1,Yes
GLB,2021,Global,White,Hybrid,43782,408,1,Yes
S-Class,2024,Global,Black,Petrol,194983,667,1,Yes
GLB,2024,Global,Grey,Petrol,92841,246,1,No
GLC,2023,Global,Silver,Petrol,135226,354,1,Yes
CLA,2024,Global,Green,Petrol,66427,315,1,Yes
GLE,2023,Global,Red,Petrol,92112,313,1,Yes
A-Class,2023,Global,Black,Electric,83957,226,1,Yes
CLA,2024,Global,Brown,Hybrid,82549,366,1,Yes
GLA,2024,Global,White,Hybrid,100722,173,1,Yes
C-Class,2025,Global,Silver,Petrol,64701,229,1,Yes
E-Class,2024,Global,White,Petrol,74380,485,1,Yes
E-Class,2022,Global,Black,Diesel,79440,608,1,No
GLB,2020,Global,Silver,Petrol,69402,211,1,No
E-Class,2022,Global,Blue,Diesel,41767,217,1,Yes
GLE,2025,Global,Black,Hybrid,138860,473,1,Yes
G-Class,2025,Global,Silver,Hybrid,402715,492,1,Yes
GLA,2023,Global,White,Petrol,98582,270,1,Yes
GLB,2022,Global,Black,Petrol,47765,337,1,Yes
C-Class,2023,Global,Black,Petrol,51742,479,1,Yes
GLA,2023,Global,Black,Hybrid,96000,173,1,Yes
GLC,2024,Global,Green,Hybrid,81296,235,1,Yes
GLB,2021,Global,Black,Hybrid,80022,162,1,No
AMG E 63,2022,Global,Black,Diesel,357553,589,1,Yes
GLE,2023,Global,White,Petrol,94999,517,1,Yes
GLE,2021,Global,White,Diesel,77965,308,1,Yes
GLA,2021,Global,Red,Petrol,53172,289,1,Yes
C-Class,2021,Global,White,Petrol,86828,229,1,Yes
C-Class,2025,Global,Grey,Hybrid,48257,427,1,Yes
GLB,2023,Global,Red,Petrol,56867,237,1,No
A-Class,2023,Global,Grey,Petrol,56419,218,1,Yes
C-Class,2023,Global,Blue,Electric,90180,240,1,Yes
GLA,2020,Global,Grey,Petrol,84555,414,1,Yes
A-Class,2025,Global,White,Hybrid,89319,184,1,Yes
GLC,2021,Global,Black,Petrol,84335,329,1,Yes
C-Class,2025,Global,Blue,Petrol,44836,435,1,Yes
CLA,2025,Global,Blue,Hybrid,102793,414,1,Yes
GLC,2025,Global,Black,Electric,156148,308,1,Yes
GLC,2021,Global,White,Petrol,67808,301,1,Yes
C-Class,2023,Global,Silver,Hybrid,79090,310,1,Yes
GLE,2021,Global,Black,Diesel,138362,355,1,Yes
GLB,2020,Global,Blue,Petrol,61148,347,1,No
GLE,2024,Global,Red,Electric,146540,418,1,Yes
S-Class,2022,Global,Black,Petrol,178935,783,1,Yes
GLB,2022,Global,Black,Petrol,44233,380,1,Yes
GLB,2022,Global,Silver,Diesel,81526,207,1,Yes
C-Class,2023,Global,White,Petrol,93229,392,1,Yes
A-Class,2025,Global,Black,Electric,76392,161,1,Yes
CLA,2025,Global,Grey,Electric,70166,393,1,Yes
GLC,2024,Global,Silver,Diesel,87213,505,1,No
S-Class,2022,Global,Grey,Diesel,160098,376,1,Yes
E-Class,2023,Global,Blue,Hybrid,99279,275,1,Yes
E-Class,2025,Global,Black,Petrol,92392,316,1,Yes
GLC,2023,Global,Yellow,Petrol,148202,232,1,Yes
GLS,2025,Global,White,Electric,398283,392,1,Yes
CLA,2021,Global,Silver,Petrol,85870,307,1,Yes
S-Class,2023,Global,Black,Petrol,249020,644,1,Yes
CLA,2020,Global,Red,Diesel,42430,206,1,Yes
CLA,2023,Global,White,Petrol,83954,298,1,No
A-Class,2024,Global,White,Petrol,42294,306,1,No
GLA,2024,Global,Silver,Petrol,90740,251,1,Yes
GLC,2025,Global,Black,Petrol,176107,333,1,Yes
A-Class,2024,Global,Black,Diesel,72857,336,1,Yes
A-Class,2025,Global,Green,Hybrid,73661,398,1,Yes
GLC,2023,Global,Black,Diesel,89940,425,1,Yes
GLC,2023,Global,Black,Petrol,97440,397,1,No
A-Class,2020,Global,Silver,Diesel,37695,346,1,Yes
GLS,2021,Global,Brown,Petrol,217161,451,1,Yes
AMG A 45,2023,Global,Red,Petrol,278743,420,1,Yes
GLC,2022,Global,Silver,Diesel,83952,451,1,Yes
GLE,2020,Global,Silver,Diesel,83289,491,1,Yes
GLC,2021,Global,Silver,Petrol,149782,223,1,No
E-Class,2022,Global,White,Petrol,95876,453,1,Yes
GLB,2023,Global,Red,Hybrid,54767,342,1,Yes
S-Class,2023,Global,Silver,Diesel,280536,598,1,Yes
GLE,2021,Global,Brown,Diesel,128960,344,1,Yes
A-Class,2025,Global,Black,Electric,53849,317,1,Yes
CLS,2020,Global,Blue,Petrol,43861,351,1,Yes
A-Class,2022,Global,Red,Petrol,71571,160,1,Yes
GLS,2023,Global,Black,Diesel,377380,435,1,Yes
CLA,2025,Global,Black,Petrol,97196,290,1,Yes
GLC,2025,Global,Black,Hybrid,164121,249,1,Yes
CLA,2023,Global,Silver,Petrol,78828,403,1,No
S-Class,2020,Global,White,Petrol,141254,425,1,Yes
GLE,2022,Global,Silver,Petrol,135485,262,1,Yes
A-Class,2024,Global,White,Diesel,93202,346,1,Yes
GLE,2020,Global,Silver,Petrol,113779,601,1,Yes
E-Class,2024,Global,Grey,Electric,52703,232,1,Yes
C-Class,2022,Global,Silver,Petrol,63210,365,1,Yes
GLA,2024,Global,Black,Petrol,64284,272,1,No
E-Class,2023,Global,Grey,Petrol,89100,249,1,Yes
CLA,2021,Global,Black,Petrol,62287,416,1,No
GLE,2023,Global,Black,Petrol,127087,476,1,Yes
CLS,2021,Global,Grey,Petrol,85168,430,1,Yes
CLA,2021,Global,White,Diesel,45278,325,1,Yes
GLE,2025,Global,Black,Electric,175891,409,1,Yes
A-Class,2022,Global,Silver,Hybrid,88827,372,1,No
GLA,2025,Global,Red,Hybrid,67496,245,1,Yes
CLA,2025,Global,Red,Petrol,62557,389,1,Yes
GLC,2023,Global,Black,Diesel,143482,270,1,Yes
GLA,2020,Global,Silver,Diesel,89266,283,1,No
C-Class,2025,Global,Black,Hybrid,73052,353,1,No
GLA,2023,Global,Silver,Petrol,75367,243,1,Yes
C-Class,2024,Global,White,Hybrid,48066,335,1,Yes
GLE,2025,Global,Black,Electric,97822,534,1,Yes
A-Class,2020,Global,Black,Petrol,59314,163,1,Yes
A-Class,2021,Global,Grey,Petrol,52895,248,1,Yes
GLC,2022,Global,Silver,Hybrid,96110,277,1,Yes
GLE,2022,Global,White,Petrol,136021,446,1,Yes
GLC,2021,Global,Blue,Hybrid,138141,206,1,Yes
