Model,Year,Region,Color,Fuel Type,Base Price (USD),Horsepower,Sales Volume,Turbo
GLA,2023,Global,Silver,Petrol,46224,285,1,No
C-Class,2025,Global,Black,Hybrid,79666,277,1,Yes
GLE,2023,Global,White,Diesel,114054,374,1,No
A-Class,2024,Global,Black,Hybrid,92026,167,1,Yes
GLA,2020,Global,Grey,Diesel,36284,212,1,Yes
GLC,2023,Global,Grey,Petrol,112538,477,1,No
A-Class,2022,Global,Blue,Petrol,54545,281,1,Yes
A-Class,2025,Global,White,Electric,90148,238,1,Yes
E-Class,2024,Global,Silver,Diesel,62283,281,1,Yes
E-Class,2022,Global,Green,Petrol,39373,254,1,Yes
E-Class,2022,Global,Grey,Hybrid,82824,521,1,Yes
E-Class,2024,Global,White,Hybrid,42682,232,1,Yes
C-Class,2024,Global,Silver,Electric,88221,431,1,Yes
GLC,2024,Global,Black,Petrol,86422,347,1,Yes
GLE,2021,Global,Black,Diesel,132311,340,1,Yes
GLC,2023,Global,Red,Petrol,137347,379,1,Yes
A-Class,2023,Global,Yellow,Diesel,70561,388,1,Yes
E-Class,2024,Global,Black,Hybrid,72649,606,1,Yes
E-Class,2021,Global,Grey,Petrol,53213,400,1,Yes
GLE,2020,Global,Grey,Petrol,108978,543,1,Yes
GLE,2021,Global,Black,Diesel,140136,486,1,Yes
A-Class,2025,Global,White,Petrol,80233,190,1,Yes
GLA,2023,Global,Blue,Petrol,64573,232,1,Yes
C-Class,2021,Global,Grey,Petrol,63548,382,1,Yes
A-Class,2023,Global,Black,Hybrid,86538,354,1,Yes
S-Class,2023,Global,Blue,Petrol,283755,506,1,No
GLC,2024,Global,White,Hybrid,78284,282,1,Yes
GLC,2022,Global,Blue,Petrol,133478,378,1,Yes
A-Class,2021,Global,Black,Diesel,41869,355,1,Yes
GLC,2024,Global,Yellow,Petrol,152826,380,1,Yes
GLE,2021,Global,White,Petrol,113089,427,1,Yes
GLC,2023,Global,Black,Diesel,87185,245,1,Yes
E-Class,2021,Global,White,Diesel,39235,514,1,Yes
GLS,2020,Global,White,Petrol,327039,559,1,Yes
GLB,2023,Global,White,Hybrid,49225,259,1,Yes
A-Class,2023,Global,Red,Petrol,55621,162,1,Yes
GLS,2022,Global,Blue,Petrol,348067,526,1,Yes
S-Class,2022,Global,Grey,Petrol,162148,545,1,Yes
GLE,2024,Global,Black,Petrol,152886,593,1,No
A-Class,2025,Global,White,Electric,41402,359,1,Yes
GLA,2023,Global,White,Hybrid,57675,206,1,Yes
GLS,2024,Global,Blue,Petrol,249962,570,1,Yes
GLA,2024,Global,Green,Hybrid,93320,199,1,Yes
E-Class,2022,Global,Black,Petrol,63124,332,1,Yes
GLE,2022,Global,Red,Hybrid,134689,486,1,Yes
GLA,2022,Global,Grey,Diesel,77115,185,1,Yes
GLC,2023,Global,Black,Electric,87394,208,1,Yes
GLC,2020,Global,Green,Petrol,60832,330,1,Yes
GLE,2025,Global,Grey,Electric,116729,359,1,Yes
A-Class,2025,Global,Silver,Diesel,100127,167,1,Yes
S-Class,2020,Global,Black,Petrol,140675,451,1,Yes
GLB,2022,Global,White,Diesel,70296,190,1,No
GLC,2021,Global,Black,Hybrid,85346,437,1,No
GLB,2025,Global,Black,Petrol,96662,167,1,Yes
CLA,2025,Global,Black,Electric,55765,354,1,Yes
GLC,2021,Global,White,Petrol,151213,432,1,No
A-Class,2020,Global,White,Diesel,75396,331,1,Yes
GLC,2025,Global,Silver,Petrol,154839,250,1,Yes
GLE,2023,Global,Black,Petrol,70578,318,1,Yes
E-Class,2022,Global,Blue,Petrol,89629,286,1,No
GLB,2022,Global,Black,Diesel,88966,260,1,Yes
GLE,2024,Global,White,Electric,152355,303,1,No
CLA,2024,Global,White,Hybrid,98331,360,1,Yes
GLB,2022,Global,Black,Hybrid,64908,385,1,Yes
GLE,2024,Global,Blue,Hybrid,95335,281,1,Yes
GLE,2025,Global,Grey,Electric,106507,439,1,Yes
GLB,2021,Global,Silver,Hybrid,87409,381,1,Yes
C-Class,2020,Global,White,Petrol,53159,283,1,Yes
GLA,2020,Global,Red,Diesel,66063,389,1,Yes
C-Class,2021,Global,Black,Petrol,85233,503,1,Yes
GLC,2020,Global,Black,Petrol,87046,400,1,No
G-Class,2021,Global,Grey,Diesel,130207,447,1,Yes
GLC,2022,Global,Black,Petrol,142902,301,1,Yes
S-Class,2023,Global,Black,Hybrid,239862,555,1,Yes
CLA,2024,Global,White,Petrol,52580,226,1,Yes
E-Class,2023,Global,Black,Petrol,84491,390,1,Yes
A-Class,2023,Global,White,Petrol,75166,410,1,Yes
GLC,2021,Global,Silver,Petrol,87143,209,1,Yes
C-Class,2023,Global,Grey,Hybrid,41055,300,1,Yes
E-Class,2023,Global,Silver,Petrol,83120,558,1,Yes
GLC,2023,Global,Black,Hybrid,164684,503,1,Yes
C-Class,2022,Global,Black,Diesel,82626,403,1,Yes
GLC,2025,Global,Red,Electric,126527,419,1,Yes
CLA,2022,Global,Grey,Diesel,94683,246,1,Yes
A-Class,2025,Global,Grey,Hybrid,103021,383,1,Yes
CLA,2025,Global,Grey,Diesel,89933,298,1,No
E-Class,2025,Global,Black,Hybrid,63891,387,1,No
E-Class,2022,Global,White,Diesel,60548,588,1,Yes
GLC,2021,Global,Black,Petrol,95717,241,1,No
A-Class,2022,Global,Silver,Electric,95220,249,1,Yes
GLE,2024,Global,White,Petrol,76337,472,1,Yes
GLB,2025,Global,White,Petrol,90418,185,1,Yes
G-Class,2022,Global,Grey,Diesel,326100,495,1,Yes
GLE,2021,Global,Blue,Petrol,126502,599,1,Yes
GLC,2025,Global,Grey,Petrol,83314,332,1,Yes
C-Class,2023,Global,White,Hybrid,52293,216,1,Yes
CLA,2022,Global,White,Diesel,69566,259,1,Yes
CLA,2022,Global,Black,Diesel,41009,332,1,No
GLS,2022,Global,Silver,Diesel,278236,529,1,No
C-Class,2020,Global,Yellow,Petrol,51686,400,1,Yes
GLE,2025,Global,White,Electric,142602,334,1,Yes
GLC,2024,Global,Black,Diesel,109971,509,1,Yes
C-Class,2021,Global,Brown,Diesel,60908,377,1,Yes
GLC,2023,Global,Silver,Petrol,146527,428,1,Yes
E-Class,2023,Global,White,Hybrid,58549,556,1,Yes
GLA,2020,Global,Red,Petrol,80815,190,1,Yes
GLB,2021,Global,Silver,Petrol,73921,221,1,Yes
GLC,2025,Global,White,Petrol,111152,326,1,Yes
E-Class,2023,Global,Black,Petrol,62842,431,1,Yes
CLA,2025,Global,Black,Hybrid,96454,210,1,Yes
A-Class,2021,Global,Black,Petrol,55250,224,1,Yes
GLC,2024,Global,Blue,Hybrid,104010,249,1,Yes
GLC,2020,Global,Black,Petrol,130019,375,1,Yes
GLC,2023,Global,Brown,Hybrid,134720,447,1,Yes
E-Class,2020,Global,White,Petrol,89434,267,1,No
S-Class,2022,Global,Yellow,Diesel,252616,335,1,Yes
GLB,2020,Global,White,Diesel,68260,420,1,Yes
GLE,2020,Global,White,Petrol,91966,399,1,No
AMG GT,2024,Global,Silver,Diesel,154933,702,1,Yes
G-Class,2021,Global,White,Diesel,276411,491,1,Yes
GLC,2023,Global,White,Hybrid,159968,363,1,Yes
A-Class,2022,Global,Grey,Petrol,40130,277,1,Yes
A-Class,2021,Global,Black,Diesel,55031,221,1,Yes
A-Class,2024,Global,Yellow,Diesel,90416,188,1,Yes
C-Class,2024,Global,Blue,Hybrid,56260,300,1,Yes
CLA,2023,Global,Blue,Hybrid,94211,261,1,Yes
E-Class,2023,Global,Black,Petrol,40528,291,1,Yes
A-Class,2023,Global,White,Diesel,77263,312,1,No
CLA,2024,Global,White,Petrol,98989,362,1,No
GLC,2023,Global,White,Hybrid,105618,331,1,Yes
A-Class,2023,Global,Grey,Petrol,43016,298,1,Yes
GLC,2023,Global,Grey,Hybrid,139705,214,1,Yes
GLA,2025,Global,Grey,Petrol,76174,280,1,Yes
E-Class,2024,Global,Silver,Electric,97107,274,1,Yes
GLC,2021,Global,Blue,Hybrid,133045,322,1,Yes
GLC,2023,Global,White,Hybrid,80482,333,1,Yes
GLC,2025,Global,Black,Hybrid,149827,419,1,Yes
A-Class,2023,Global,Grey,Petrol,61608,325,1,Yes
GLS,2025,Global,Black,Petrol,358998,520,1,Yes
E-Class,2021,Global,Silver,Diesel,44182,544,1,Yes
GLE,2022,Global,Grey,Diesel,85591,252,1,Yes
GLE,2023,Global,Grey,Petrol,115819,351,1,Yes
E-Class,2020,Global,White,Petrol,58676,545,1,Yes
GLB,2022,Global,Silver,Petrol,90992,251,1,Yes
E-Class,2023,Global,Grey,Petrol,49653,291,1,Yes
GLC,2021,Global,Grey,Hybrid,106763,291,1,Yes
C-Class,2023,Global,Green,Hybrid,44434,479,1,Yes
GLC,2023,Global,Silver,Petrol,159197,389,1,Yes
C-Class,2022,Global,Blue,Diesel,60900,294,1,Yes
GLC,2025,Global,White,Petrol,94132,352,1,Yes
GLS,2020,Global,Grey,Petrol,339316,438,1,Yes
AMG S 63,2021,Global,White,Diesel,125832,809,1,Yes
GLC,2021,Global,White,Diesel,96024,383,1,Yes
GLE,2020,Global,White,Hybrid,108654,584,1,Yes
C-Class,2024,Global,Black,Petrol,54016,232,1,No
AMG A 45,2020,Global,Silver,Diesel,298942,402,1,No
GLE,2021,Global,Silver,Petrol,101087,494,1,Yes
GLA,2024,Global,Yellow,Hybrid,84535,186,1,Yes
GLE,2022,Global,Black,Petrol,156772,290,1,Yes
E-Class,2023,Global,Red,Diesel,76390,543,1,Yes
C-Class,2024,Global,White,Electric,58062,321,1,Yes
GLB,2022,Global,Silver,Diesel,95436,376,1,Yes
GLS,2021,Global,Black,Petrol,264231,437,1,Yes
C-Class,2023,Global,White,Hybrid,76889,211,1,Yes
E-Class,2024,Global,Silver,Hybrid,92199,577,1,Yes
CLS,2021,Global,Yellow,Petrol,42605,468,1,Yes
E-Class,2021,Global,Black,Petrol,69009,560,1,Yes
CLA,2022,Global,Black,Hybrid,44678,283,1,Yes
A-Class,2021,Global,Grey,Petrol,38162,274,1,Yes
GLC,2021,Global,White,Petrol,106718,367,1,Yes
S-Class,2020,Global,Grey,Petrol,185877,629,1,No
GLC,2022,Global,White,Hybrid,65637,251,1,No
E-Class,2022,Global,White,Petrol,66454,251,1,Yes
CLA,2022,Global,Black,Petrol,56476,417,1,Yes
C-Class,2023,Global,Blue,Petrol,73865,415,1,No
GLC,2020,Global,Blue,Diesel,86633,503,1,Yes
C-Class,2023,Global,Grey,Petrol,72960,291,1,Yes
GLC,2025,Global,Grey,Petrol,107157,319,1,Yes
A-Class,2024,Global,Black,Diesel,49408,211,1,Yes
GLC,2024,Global,White,Petrol,114029,283,1,Yes
G-Class,2022,Global,White,Petrol,189177,423,1,Yes
GLC,2022,Global,Grey,Petrol,64880,473,1,Yes
S-Class,2024,Global,White,Petrol,261016,535,1,No
C-Class,2023,Global,Black,Petrol,85468,315,1,Yes
GLE,2022,Global,Grey,Petrol,158213,410,1,No
GLE,2020,Global,Black,Petrol,105204,519,1,Yes
A-Class,2025,Global,Blue,Electric,101017,236,1,No
A-Class,2021,Global,Grey,Hybrid,60013,223,1,Yes
GLE,2020,Global,White,Diesel,141192,294,1,Yes
GLE,2020,Global,Silver,Diesel,112590,377,1,No
GLC,2025,Global,White,Hybrid,132324,439,1,Yes
GLE,2022,Global,Grey,Petrol,117627,350,1,Yes
GLA,2021,Global,Black,Electric,50929,334,1,Yes
A-Class,2020,Global,Silver,Diesel,78093,333,1,Yes
GLE,2022,Global,White,Petrol,91793,530,1,Yes
GLC,2024,Global,Black,Hybrid,93448,406,1,Yes
GLC,2022,Global,White,Petrol,128219,249,1,Yes
C-Class,2022,Global,Grey,Petrol,95494,359,1,Yes
CLA,2024,Global,Grey,Petrol,74386,233,1,Yes
A-Class,2022,Global,Yellow,Petrol,63190,249,1,Yes
GLC,2024,Global,Silver,Electric,168533,436,1,No
A-Class,2022,Global,White,Petrol,56375,289,1,Yes
C-Class,2022,Global,Green,Petrol,72152,245,1,Yes
GLE,2022,Global,White,Petrol,86469,510,1,Yes
E-Class,2020,Global,Black,Petrol,77510,271,1,Yes
GLE,2022,Global,Grey,Petrol,132268,424,1,Yes
GLS,2023,Global,Silver,Petrol,206609,585,1,No
A-Class,2024,Global,White,Hybrid,51945,406,1,Yes
GLB,2022,Global,Yellow,Diesel,53533,389,1,No
GLA,2021,Global,Black,Petrol,73849,341,1,Yes
GLE,2025,Global,White,Hybrid,72611,509,1,Yes
A-Class,2022,Global,Black,Petrol,46548,397,1,Yes
E-Class,2025,Global,White,Petrol,104282,523,1,Yes
GLS,2022,Global,White,Petrol,132961,503,1,Yes
CLA,2024,Global,Grey,Petrol,98092,366,1,Yes
GLE,2022,Global,Black,Hybrid,115610,560,1,Yes
E-Class,2023,Global,Black,Petrol,44135,445,1,Yes
GLE,2023,Global,Black,Petrol,110754,337,1,Yes
E-Class,2022,Global,Black,Petrol,73808,541,1,Yes
G-Class,2020,Global,Silver,Petrol,333031,568,1,Yes
A-Class,2020,Global,Orange,Petrol,43441,320,1,Yes
S-Class,2021,Global,Blue,Petrol,148114,401,1,Yes
C-Class,2021,Global,Grey,Diesel,51984,434,1,Yes
A-Class,2024,Global,White,Petrol,54227,332,1,Yes
GLC,2020,Global,Grey,Diesel,117596,257,1,Yes
C-Class,2022,Global,Blue,Diesel,56812,368,1,Yes
G-Class,2024,Global,Grey,Petrol,337061,487,1,Yes
C-Class,2025,Global,Orange,Electric,71763,253,1,No
GLE,2024,Global,Black,Diesel,73932,361,1,Yes
A-Class,2021,Global,Black,Petrol,89514,251,1,No
A-Class,2022,Global,White,Petrol,49034,157,1,Yes
GLS,2025,Global,Black,Petrol,320950,470,1,Yes
C-Class,2021,Global,Black,Petrol,83799,425,1,Yes
GLB,2024,Global,White,Petrol,63796,396,1,Yes
C-Class,2025,Global,Black,Hybrid,46569,221,1,Yes
A-Class,2021,Global,Silver,Petrol,49324,264,1,Yes
S-Class,2020,Global,White,Petrol,282850,515,1,No
AMG A 45,2022,Global,White,Diesel,157208,390,1,Yes
GLS,2024,Global,Silver,Petrol,208508,553,1,Yes
G-Class,2021,Global,Silver,Diesel,206909,488,1,Yes
C-Class,2021,Global,Black,Petrol,58930,390,1,Yes
GLC,2021,Global,Grey,Diesel,87344,301,1,Yes
GLE,2023,Global,White,Petrol,118012,356,1,Yes
GLE,2023,Global,Blue,Electric,165104,316,1,Yes
GLA,2024,Global,Black,Hybrid,55215,289,1,No
E-Class,2024,Global,Green,Diesel,94301,568,1,Yes
GLC,2025,Global,Blue,Electric,101673,260,1,Yes
GLC,2021,Global,Black,Petrol,124421,299,1,Yes
GLE,2022,Global,Black,Petrol,83227,491,1,Yes
GLE,2022,Global,Black,Petrol,149180,496,1,Yes
GLA,2023,Global,Black,Hybrid,96054,171,1,Yes
GLB,2022,Global,Black,Diesel,76007,291,1,Yes
E-Class,2025,Global,Silver,Electric,87659,553,1,Yes
C-Class,2024,Global,Silver,Hybrid,58556,404,1,Yes
C-Class,2025,Global,Black,Petrol,65704,388,1,Yes
GLE,2024,Global,Black,Electric,111506,297,1,Yes
S-Class,2020,Global,Silver,Petrol,240874,525,1,Yes
A-Class,2022,Global,Blue,Diesel,47667,230,1,No
S-Class,2021,Global,Grey,Diesel,136814,653,1,Yes
A-Class,2021,Global,Orange,Petrol,60427,351,1,Yes
GLA,2023,Global,Red,Petrol,89503,338,1,Yes
C-Class,2023,Global,White,Hybrid,95475,236,1,No
E-Class,2020,Global,Green,Diesel,82314,309,1,No
E-Class,2024,Global,Silver,Hybrid,96790,469,1,Yes
CLA,2025,Global,Black,Electric,93197,302,1,Yes
E-Class,2020,Global,Silver,Petrol,83085,488,1,Yes
GLE,2024,Global,Red,Hybrid,93236,321,1,Yes
E-Class,2025,Global,Grey,Electric,72919,558,1,Yes
A-Class,2021,Global,Black,Petrol,58031,399,1,Yes
C-Class,2021,Global,Red,Diesel,85192,246,1,Yes
GLB,2023,Global,Grey,Petrol,41849,322,1,Yes
GLC,2025,Global,Black,Hybrid,120196,308,1,Yes
S-Class,2022,Global,Grey,Petrol,145892,625,1,Yes
GLA,2023,Global,White,Diesel,63133,409,1,No
GLE,2021,Global,Black,Petrol,131443,268,1,Yes
A-Class,2023,Global,Black,Petrol,53045,203,1,Yes
A-Class,2020,Global,White,Diesel,56512,381,1,Yes
G-Class,2021,Global,Grey,Petrol,211052,582,1,Yes
GLB,2024,Global,Black,Petrol,98997,285,1,Yes
GLE,2024,Global,Red,Petrol,140328,406,1,Yes
GLC,2023,Global,Silver,Hybrid,91892,366,1,No
S-Class,2021,Global,Black,Diesel,310027,415,1,Yes
GLC,2022,Global,Black,Petrol,78998,423,1,Yes
GLA,2025,Global,Silver,Hybrid,81639,275,1,Yes
A-Class,2021,Global,Black,Diesel,67407,272,1,Yes
C-Class,2025,Global,Green,Electric,70727,455,1,Yes
GLA,2025,Global,Black,Electric,99515,346,1,Yes
GLA,2020,Global,Black,Diesel,62185,240,1,Yes
A-Class,2024,Global,White,Petrol,66880,258,1,Yes
A-Class,2021,Global,Grey,Petrol,42075,153,1,Yes
C-Class,2022,Global,Grey,Petrol,73261,352,1,Yes
C-Class,2023,Global,Grey,Diesel,59720,345,1,Yes
A-Class,2022,Global,Blue,Diesel,92074,260,1,Yes
S-Class,2024,Global,Silver,Hybrid,190857,399,1,Yes
E-Class,2024,Global,Red,Petrol,50638,503,1,Yes
GLC,2023,Global,Black,Hybrid,93411,446,1,Yes
S-Class,2025,Global,Brown,Hybrid,257995,533,1,Yes
A-Class,2020,Global,Red,Petrol,41844,229,1,No
GLC,2021,Global,White,Petrol,117991,339,1,No
CLS,2020,Global,Black,Petrol,70333,477,1,Yes
GLB,2021,Global,Brown,Petrol,82287,321,1,Yes
GLC,2023,Global,Black,Hybrid,136248,360,1,Yes
GLC,2021,Global,White,Petrol,139786,463,1,Yes
AMG A 45,2025,Global,White,Petrol,260824,403,1,Yes
E-Class,2022,Global,Silver,Hybrid,64847,497,1,Yes
GLC,2022,Global,White,Diesel,133910,311,1,Yes
GLC,2024,Global,White,Hybrid,94760,472,1,Yes
GLC,2021,Global,Brown,Petrol,102736,417,1,Yes
C-Class,2020,Global,Black,Petrol,64842,372,1,Yes
C-Class,2023,Global,Red,Hybrid,47166,221,1,Yes
A-Class,2023,Global,Black,Diesel,58969,395,1,Yes
G-Class,2024,Global,Silver,Petrol,278488,486,1,Yes
GLC,2021,Global,Black,Diesel,128675,397,1,Yes
C-Class,2023,Global,Silver,Petrol,72625,244,1,No
GLB,2024,Global,Silver,Petrol,83820,202,1,Yes
GLE,2024,Global,Grey,Electric,102406,595,1,Yes
GLC,2024,Global,Grey,Electric,104324,232,1,Yes
GLA,2021,Global,Green,Diesel,93003,355,1,No
GLE,2021,Global,Silver,Diesel,112424,501,1,Yes
C-Class,2023,Global,Yellow,Hybrid,50010,398,1,No
GLE,2024,Global,Brown,Diesel,122314,560,1,Yes
A-Class,2020,Global,Red,Petrol,41757,260,1,Yes
C-Class,2025,Global,Green,Electric,41207,288,1,Yes
AMG E 63,2025,Global,Yellow,Diesel,155613,594,1,Yes
A-Class,2024,Global,Black,Electric,63982,213,1,Yes
GLC,2023,Global,Green,Diesel,80493,449,1,Yes
GLB,2022,Global,Grey,Electric,90239,402,1,Yes
GLE,2023,Global,White,Diesel,90009,273,1,No
AMG A 45,2020,Global,Black,Diesel,148469,408,1,Yes
GLS,2022,Global,Silver,Petrol,323152,513,1,Yes
GLE,2020,Global,Red,Petrol,135047,406,1,Yes
C-Class,2023,Global,Black,Petrol,65358,351,1,Yes
GLA,2025,Global,Grey,Petrol,104441,240,1,No
GLC,2021,Global,Silver,Petrol,135687,507,1,Yes
GLC,2022,Global,Blue,Petrol,114585,211,1,Yes
GLE,2022,Global,Black,Petrol,100176,331,1,No
GLA,2023,Global,Red,Petrol,50969,377,1,Yes
GLA,2025,Global,White,Hybrid,105017,292,1,Yes
GLE,2021,Global,White,Diesel,104430,328,1,Yes
GLA,2023,Global,Grey,Petrol,66285,338,1,Yes
GLC,2023,Global,Black,Petrol,139487,295,1,Yes
GLC,2025,Global,White,Diesel,130490,246,1,Yes
GLC,2025,Global,White,Electric,121733,319,1,Yes
GLE,2021,Global,White,Petrol,131024,328,1,Yes
E-Class,2025,Global,Black,Electric,82158,322,1,No
GLA,2022,Global,Red,Diesel,53801,367,1,Yes
GLC,2025,Global,Green,Petrol,98698,451,1,Yes
GLE,2021,Global,White,Petrol,108358,434,1,Yes
GLC,2024,Global,Grey,Diesel,111278,489,1,Yes
A-Class,2022,Global,White,Petrol,53863,250,1,Yes
GLA,2024,Global,Blue,Electric,72258,388,1,Yes
GLC,2023,Global,Grey,Petrol,97697,200,1,Yes
AMG GT,2023,Global,Silver,Diesel,289656,819,1,No
S-Class,2021,Global,White,Petrol,315981,640,1,Yes
C-Class,2023,Global,White,Hybrid,53417,238,1,No
G-Class,2023,Global,White,Petrol,219925,435,1,Yes
GLE,2021,Global,White,Diesel,117055,301,1,Yes
A-Class,2022,Global,Grey,Diesel,92632,293,1,No
GLB,2024,Global,Red,Diesel,43407,302,1,Yes
GLA,2020,Global,Grey,Petrol,49034,359,1,Yes
CLA,2022,Global,Grey,Petrol,94058,366,1,Yes
E-Class,2023,Global,White,Petrol,78765,248,1,Yes
E-Class,2021,Global,Green,Diesel,38720,466,1,Yes
A-Class,2025,Global,Black,Diesel,99092,223,1,Yes
AMG S 63,2025,Global,White,Diesel,242645,793,1,Yes
A-Class,2024,Global,Silver,Petrol,43594,179,1,Yes
GLC,2022,Global,White,Petrol,78529,509,1,Yes
S-Class,2025,Global,White,Diesel,322651,510,1,Yes
C-Class,2021,Global,Red,Petrol,72783,392,1,Yes
GLC,2023,Global,Silver,Petrol,83558,375,1,No
G-Class,2020,Global,Silver,Diesel,313139,568,1,Yes
GLC,2024,Global,Silver,Hybrid,124000,372,1,Yes
GLE,2020,Global,Black,Petrol,139718,296,1,Yes
GLE,2025,Global,Black,Hybrid,91735,294,1,Yes
GLA,2025,Global,Black,Electric,91062,384,1,No
E-Class,2024,Global,White,Diesel,64706,333,1,Yes
AMG C 63,2020,Global,Red,Diesel,280921,492,1,Yes
GLA,2023,Global,Silver,Electric,56784,175,1,Yes
GLC,2023,Global,Grey,Petrol,159057,306,1,No
GLE,2023,Global,Brown,Petrol,114487,428,1,Yes
CLA,2024,Global,Grey,Diesel,86440,269,1,No
GLC,2025,Global,White,Diesel,73976,255,1,Yes
E-Class,2023,Global,Brown,Petrol,68174,263,1,Yes
S-Class,2022,Global,Black,Petrol,359546,337,1,Yes
GLS,2025,Global,White,Petrol,388883,496,1,Yes
A-Class,2024,Global,Black,Petrol,93485,218,1,Yes
C-Class,2022,Global,Silver,Petrol,57471,389,1,Yes
GLC,2023,Global,Silver,Hybrid,147245,231,1,Yes
S-Class,2020,Global,Black,Petrol,120046,574,1,Yes
A-Class,2020,Global,Silver,Petrol,62747,284,1,Yes
GLB,2020,Global,White,Diesel,60545,237,1,Yes
A-Class,2023,Global,Black,Electric,52328,257,1,Yes
E-Class,2023,Global,Yellow,Hybrid,46074,549,1,Yes
G-Class,2023,Global,Red,Petrol,292855,513,1,Yes
GLC,2024,Global,Silver,Electric,106034,440,1,Yes
A-Class,2023,Global,White,Hybrid,80877,277,1,Yes
GLC,2021,Global,Black,Diesel,116346,461,1,Yes
GLA,2021,Global,Black,Petrol,63169,273,1,Yes
E-Class,2021,Global,Black,Petrol,59547,277,1,Yes
A-Class,2022,Global,White,Petrol,49214,371,1,Yes
A-Class,2024,Global,Silver,Petrol,55454,377,1,Yes
G-Class,2021,Global,White,Hybrid,283478,478,1,No
GLC,2021,Global,White,Hybrid,66070,477,1,Yes
GLE,2020,Global,Black,Petrol,79735,343,1,No
GLC,2024,Global,Silver,Hybrid,113646,376,1,Yes
GLC,2021,Global,Blue,Petrol,109268,411,1,No
GLC,2025,Global,Black,Electric,111365,312,1,Yes
A-Class,2023,Global,Yellow,Petrol,80127,300,1,Yes
GLC,2024,Global,Grey,Hybrid,162121,357,1,Yes
C-Class,2025,Global,Green,Petrol,82130,229,1,Yes
GLA,2020,Global,Green,Petrol,50496,216,1,No
C-Class,2025,Global,Black,Electric,49534,466,1,Yes
A-Class,2024,Global,Grey,Petrol,57169,164,1,Yes
GLE,2021,Global,Black,Petrol,69642,524,1,Yes
AMG GT,2020,Global,Black,Diesel,252912,671,1,Yes
C-Class,2022,Global,Blue,Petrol,51027,298,1,No
CLA,2023,Global,Red,Petrol,38981,360,1,Yes
GLC,2020,Global,Blue,Diesel,125167,296,1,Yes
S-Class,2022,Global,Grey,Hybrid,228661,496,1,No
AMG GT,2020,Global,Silver,Petrol,286704,643,1,Yes
GLA,2022,Global,Grey,Petrol,49899,257,1,Yes
A-Class,2022,Global,White,Petrol,91443,347,1,Yes
GLC,2022,Global,Blue,Petrol,72196,266,1,Yes
CLA,2020,Global,Silver,Petrol,57116,409,1,Yes
GLC,2025,Global,Black,Electric,129394,290,1,Yes
E-Class,2024,Global,White,Petrol,44368,278,1,Yes
GLC,2023,Global,Silver,Hybrid,132291,348,1,Yes
AMG A 45,2025,Global,Grey,Hybrid,148208,410,1,Yes
A-Class,2024,Global,Black,Hybrid,89413,195,1,Yes
GLE,2025,Global,White,Electric,150454,524,1,Yes
GLS,2023,Global,Black,Petrol,244524,595,1,Yes
E-Class,2022,Global,Black,Hybrid,94176,532,1,No
A-Class,2024,Global,Silver,Hybrid,86286,382,1,Yes
GLS,2023,Global,Black,Petrol,266470,360,1,No
S-Class,2025,Global,White,Petrol,210191,568,1,Yes
AMG GT,2021,Global,White,Petrol,205595,785,1,Yes
GLC,2020,Global,Black,Petrol,148299,235,1,No
A-Class,2025,Global,White,Electric,97238,279,1,Yes
GLE,2025,Global,Black,Electric,164478,270,1,Yes
GLS,2024,Global,White,Hybrid,251737,549,1,Yes
GLC,2023,Global,White,Hybrid,82511,349,1,Yes
GLE,2025,Global,Blue,Hybrid,162249,455,1,Yes
E-Class,2022,Global,Grey,Petrol,83906,404,1,Yes
GLB,2025,Global,Black,Petrol,59274,348,1,Yes
E-Class,2020,Global,Black,Petrol,56171,401,1,No
E-Class,2021,Global,White,Diesel,70662,513,1,Yes
E-Class,2025,Global,White,Diesel,82842,396,1,Yes
A-Class,2021,Global,White,Hybrid,92652,294,1,Yes
A-Class,2021,Global,Grey,Hybrid,87841,277,1,Yes
GLE,2024,Global,Black,Petrol,75053,601,1,Yes
GLB,2022,Global,Silver,Petrol,73641,330,1,Yes
A-Class,2022,Global,Blue,Petrol,69846,273,1,Yes
GLC,2024,Global,Black,Hybrid,152626,500,1,No
GLC,2020,Global,Grey,Petrol,108619,226,1,Yes
C-Class,2021,Global,White,Petrol,53889,292,1,Yes
GLS,2023,Global,Grey,Diesel,286427,548,1,Yes
GLC,2021,Global,White,Petrol,105289,452,1,No
GLA,2022,Global,Black,Hybrid,56563,403,1,Yes
GLA,2024,Global,Black,Hybrid,42408,171,1,Yes
E-Class,2021,Global,Brown,Diesel,62956,347,1,Yes
C-Class,2024,Global,White,Electric,61998,368,1,No
A-Class,2025,Global,Black,Electric,74995,260,1,Yes
GLA,2021,Global,Brown,Petrol,55935,214,1,Yes
A-Class,2023,Global,Blue,Petrol,54536,339,1,Yes
CLA,2025,Global,Silver,Electric,76700,377,1,Yes
GLS,2024,Global,Yellow,Petrol,394929,594,1,Yes
GLC,2024,Global,Silver,Petrol,168275,279,1,Yes
GLC,2021,Global,Grey,Petrol,104420,382,1,Yes
CLA,2023,Global,Silver,Petrol,94988,395,1,Yes
AMG A 45,2023,Global,White,Electric,251964,420,1,Yes
GLB,2024,Global,Silver,Electric,69687,203,1,Yes
GLE,2022,Global,Yellow,Petrol,143840,333,1,Yes
